"","Status","Score","Match_type","Side","Match_addr","ARC_Street","File_","Directory","Full_Link","Quick_Link","Date_","Location","Back_of_Sh","Job_Catego","Hyperlink","Leak_Numbe","Leak_Num_Y","Leak_Class","POINT_X","POINT_Y","lon","lat"
"1378","M",100,"A","R","332 HARFORD RD","332 Harford Rd.","DOC061411-037.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-037.tif","DOC061411-037.tif",2008-06-14,"332 Harford Rd.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-037.tif","098","2008",0,-8476504.0793,5324707.6889,-76.1457317033666,43.083615748051
"1379","M",100,"A","R","118 ARDMORE PL","118 Ardmore Pl.","DOC061411-038.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-038.tif","DOC061411-038.tif",2009-05-14,"118 Ardmore Pl.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-038.tif","097","2009",0,-8476207.8457,5324357.5765,-76.1430705916611,43.0813186475471
"1380","M",100,"A","R","222 AVERY AVE","222 Avery Ave.","DOC061411-040.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-040.tif","DOC061411-040.tif",2009-05-15,"222 Avery Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-040.tif",NA,NA,0,-8481494.1142,5319065.301,-76.1905579495562,43.0465853403075
"1381","M",100,"A","R","608 ROWLAND ST","608 Rowland St.","DOC061411-041.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-041.tif","DOC061411-041.tif",2009-05-15,"608 Rowland St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-041.tif",NA,NA,0,-8480293.8116,5317413.9417,-76.1797754478447,43.0357434089318
"1382","M",100,"A","R","232 E ONONDAGA ST","232 East Onondaga St.","DOC061411-042.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-042.tif","DOC061411-042.tif",2009-05-15,"232 East Onondaga St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-042.tif",NA,NA,0,-8476970.6054,5318990.7785,-76.1499225786273,43.0460961071868
"1383","M",100,"A",NA,"N TOWNSEND ST & CATAWBA ST","North Townsend St. & Catawba St.","DOC061411-045.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-045.tif","DOC061411-045.tif",2009-05-18,"North Townsend St. & Catawba St.",NA,"Dig Gate Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-045.tif",NA,NA,0,-8477297.761,5321455.2225,-76.152861467385,43.0622728784631
"1384","M",100,"A","L","121 NOTTINGHAM RD","121 Nottingham Rd.","DOC061411-046.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-046.tif","DOC061411-046.tif",2009-05-18,"121 Nottingham Rd.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-046.tif",NA,NA,0,-8472713.9592,5316838.4151,-76.1116844752218,43.0319643625624
"1385","M",100,"A","R","168 RUTH AVE","168 Ruth Ave.","DOC061411-048.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-048.tif","DOC061411-048.tif",2009-05-19,"168 Ruth Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-048.tif",NA,NA,0,-8474886.8533,5315359.6189,-76.1312039150299,43.0222531631455
"1386","M",100,"A","L","101 DOLL PKWY","101 Doll Pkwy.","DOC061411-049.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-049.tif","DOC061411-049.tif",2009-05-18,"101 Doll Pkwy.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-049.tif",NA,NA,0,-8470183.4907,5319054.4021,-76.0889528899265,43.0465137903097
"1387","M",100,"A","R","418 HILLSBORO PKWY","418 Hillsboro Pkwy.","DOC061411-051.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-051.tif","DOC061411-051.tif",2009-05-19,"418 Hillsboro Pkwy.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-051.tif",NA,NA,0,-8470106.2101,5318127.5321,-76.088258666485,43.0404286923452
"1388","M",100,"A","R","906 SPENCER ST","906 Spencer St.","DOC061411-053.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-053.tif","DOC061411-053.tif",2009-05-20,"906 Spencer St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-053.tif",NA,NA,0,-8479674.808,5320731.3958,-76.1742148438967,43.0575220753584
"1389","M",100,"A","L","103 OTISCO ST","103 Otisco St.","DOC061411-054.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-054.tif","DOC061411-054.tif",2009-05-20,"103 Otisco St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-054.tif",NA,NA,0,-8477994.8143,5319058.8729,-76.1591232037173,43.0465431405965
"1390","M",100,"A","L","237 CLEVELAND AVE","237 Cleveland Ave.","DOC061411-056.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-056.tif","DOC061411-056.tif",2009-05-21,"237 Cleveland Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-056.tif",NA,NA,0,-8476466.0903,5322655.4436,-76.1453904423733,43.0701496629449
"1391","M",74,"A","L","401 FOBES AVE","401 Fabes Ave","DOC061411-057.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-057.tif","DOC061411-057.tif",2009-05-21,"401 Fabes Ave",NA,"Leak Investigation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-057.tif",NA,"2009",0,-8472727.8138,5323351.0173,-76.1118089332112,43.0747140953775
"1392","T",100,"A","R","114 WINDEMERE RD","114-116 Windemere Rd.","DOC061411-058.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-058.tif","DOC061411-058.tif",2009-05-21,"114-116 Windemere Rd.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-058.tif",NA,NA,0,-8475593.187,5310754.3291,-76.1375490186139,42.9920005550009
"1393","M",100,"A","L","123 NOTTINGHAM RD","123 Nottingham Rd","DOC061411-060.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-060.tif","DOC061411-060.tif",2009-05-22,"123 Nottingham Rd",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-060.tif",NA,NA,0,-8472713.7938,5316834.3661,-76.1116829894084,43.0319377750281
"1394","M",100,"A",NA,"E WASHINGTON ST & S BEECH ST","East Washington St. & South Beech St.","DOC061411-062.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-062.tif","DOC061411-062.tif",2009-05-24,"East Washington St. & South Beech St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-062.tif","104","2009",0,-8474491.7662,5319478.5717,-76.127654787225,43.0492983523076
"1395","M",100,"A","R","114 S GEDDES ST","114 South Geddes St.","DOC061411-063.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-063.tif","DOC061411-063.tif",2009-05-22,"114 South Geddes St.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-063.tif",NA,NA,0,-8479309.3866,5319241.6886,-76.170932207609,43.0477432925685
"1396","M",100,"A","L","555 WESTMORELAND AVE","555-557 Westmoreland Ave","DOC061411-065.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-065.tif","DOC061411-065.tif",2009-05-26,"555-557 Westmoreland Ave",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-065.tif","102","2009",0,-8473014.9355,5318709.9603,-76.1143881913263,43.044252527374
"1397","M",100,"A","R","1210 S STATE ST","1210 South State St.","DOC061411-066.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-066.tif","DOC061411-066.tif",2009-05-26,"1210 South State St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-066.tif","105","2009",0,-8476687.0739,5317659.6735,-76.1473755718275,43.0373568722656
"1398","M",100,"A","R","402 LOCKWOOD RD","402 Lockwood Rd.","DOC061411-068.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-068.tif","DOC061411-068.tif",2009-05-27,"402 Lockwood Rd.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-068.tif",NA,"2009",0,-8469648.609,5317837.371,-76.0841479658634,43.0385235991841
"1399","M",100,"A","R","440 GIFFORD ST","440 Gifford St.","DOC061411-069.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-069.tif","DOC061411-069.tif",2009-05-27,"440 Gifford St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-069.tif",NA,NA,0,-8478310.5934,5318569.6364,-76.1619598956367,43.0433312760484
"1400","M",100,"A",NA,"SCOVILLE AVE & WADSWORTH ST","Scoville Ave & Wadsworth St.","DOC061411-071.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-071.tif","DOC061411-071.tif",2009-05-28,"Scoville Ave & Wadsworth St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-071.tif",NA,"2009",0,-8475739.1598,5322521.7683,-76.1388603145869,43.0692724317295
"1401","M",100,"A","R","340 N EDWARDS AVE","340 North Edwards Ave.","DOC061411-072.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-072.tif","DOC061411-072.tif",2009-05-28,"340 North Edwards Ave.",NA,"Curb Stop Repair/Replace","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-072.tif",NA,NA,0,-8472161.9495,5323367.0553,-76.1067256877169,43.0748193345182
"1402","M",100,"A","R","604 EUCLID AVE","604 Euclid Ave.","DOC061411-073.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-073.tif","DOC061411-073.tif",2009-05-28,"604 Euclid Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-073.tif",NA,NA,0,-8474118.1331,5317528.7286,-76.1242983839811,43.0364970995483
"1403","M",100,"A","L","715 DEWITT ST","715 Dewitt St.","DOC061411-075.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-075.tif","DOC061411-075.tif",2009-05-29,"715 Dewitt St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-075.tif",NA,NA,0,-8475230.7607,5322439.1976,-76.1342932877673,43.0687305632314
"1404","M",100,"A","L","829 DEWITT ST","829 Dewitt St.","DOC061411-076.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-076.tif","DOC061411-076.tif",2009-05-29,"829 Dewitt St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-076.tif",NA,NA,0,-8475238.9596,5322631.6855,-76.1343669397391,43.069993753631
"1405","M",100,"A","R","532 DEWITT ST","532 Dewitt St.","DOC061411-077.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-077.tif","DOC061411-077.tif",2009-05-29,"532 Dewitt St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-077.tif",NA,NA,0,-8475194.7636,5322045.4033,-76.1339699203161,43.0661462304423
"1406","M",100,"A","R","636 S WARREN ST","636 South Warren St.","DOC061411-079.tif","S:\WORKSHEETS\Worksheets_2009-5","S:\WORKSHEETS\Worksheets_2009-5\DOC061411-079.tif","DOC061411-079.tif",2009-05-30,"636 South Warren St.",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-5\DOC061411-079.tif",NA,NA,0,-8477082.8014,5318633.8508,-76.1509304524435,43.043752856706
"1407","M",100,"A","R","128 N GEDDES ST","128 North Geddes St.","DOC061411-001.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-001.tif","DOC061411-001.tif",2009-06-01,"128 North Geddes St.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-001.tif",NA,NA,0,-8479282.6516,5319389.2441,-76.1706920430178,43.0487119505866
"1408","M",100,"A","L","839 OSTROM AVE","839 Ostrom Ave.","DOC061411-003.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-003.tif","DOC061411-003.tif",2009-06-01,"839 Ostrom Ave.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-003.tif","106","2009",0,-8474532.9766,5317369.7925,-76.1280249865468,43.0354535228847
"1409","M",100,"A",NA,"W GENESEE ST & AVERY AVE","West Genesee St. & Avery Ave.","DOC061411-004.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-004.tif","DOC061411-004.tif",2009-06-01,"West Genesee St. & Avery Ave.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-004.tif",NA,NA,0,-8481803.2608,5319649.4439,-76.1933350607144,43.0504200476959
"1410","M",100,"A",NA,"ORLANDO AVE & SENECA DR","Orlando Ave. & Seneca Dr.","DOC061411-006.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-006.tif","DOC061411-006.tif",2009-06-02,"Orlando Ave. & Seneca Dr.",NA,"Dig Gate Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-006.tif",NA,NA,0,-8475886.6978,5312266.9862,-76.1401856709908,43.001938993601
"1411","M",100,"A",NA,"MCALLISTER AVE & S STATE ST","McAllister Ave. & South State St.","DOC061411-007.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-007.tif","DOC061411-007.tif",2009-06-02,"McAllister Ave. & South State St.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-007.tif",NA,NA,0,-8476054.7028,5315384.9777,-76.1416948855839,43.0224197063849
"1412","M",100,"A",NA,"S STATE ST & AMHERST AVE","South State St. & Amherst Ave.","DOC061411-008.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-008.tif","DOC061411-008.tif",2009-06-02,"South State St. & Amherst Ave.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-008.tif",NA,NA,0,-8476101.1305,5315518.7125,-76.142111952709,43.0232979986266
"1413","M",100,"A",NA,"S SALINA ST & ORLANDO AVE","South Salina St. & Orlando Ave","DOC061411-009.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-009.tif","DOC061411-009.tif",2009-06-01,"South Salina St. & Orlando Ave",NA,"Dig Gate Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-009.tif",NA,NA,0,-8476176.7512,5312235.5766,-76.1427912650151,43.0017326430267
"1414","M",100,"A","L","209 ORLANDO AVE","209 Orlando Ave.","DOC061411-010.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-010.tif","DOC061411-010.tif",2009-06-01,"209 Orlando Ave.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-010.tif",NA,NA,0,-8475869.8102,5312276.6299,-76.1400339670989,43.0020023493478
"1415","M",100,"A","L","243 FURMAN ST","243-245 Furman St.","DOC061411-012.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-012.tif","DOC061411-012.tif",2009-06-03,"243-245 Furman St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-012.tif",NA,NA,0,-8477156.8121,5316681.1589,-76.1515953018735,43.0309317399718
"1416","M",95,"M",NA,"S STATE ST & MCKINLEY AVE","SOUTH STATE ST. & MCKINNLEY AVE.","DOC061411-013.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-013.tif","DOC061411-013.tif",2009-06-03,"South State St. & McKinney Ave.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-013.tif",NA,NA,0,-8476146.3198,5315644.4428,-76.1425178950977,43.0241237105171
"1417","M",95,"M",NA,"S STATE ST & MCKINLEY AVE","SOUTH STATE ST. & MCKINNLEY AVE.","DOC061411-014.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-014.tif","DOC061411-014.tif",2009-06-03,"South State St. & McKinney Ave.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-014.tif",NA,NA,0,-8476146.3198,5315644.4428,-76.1425178950977,43.0241237105171
"1418","M",95,"M",NA,"S STATE ST & MCKINLEY AVE","SOUTH STATE ST. & MCKINNLEY AVE.","DOC061411-015.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-015.tif","DOC061411-015.tif",2009-06-03,"South State St. & McKinney Ave.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-015.tif",NA,NA,0,-8476146.3198,5315644.4428,-76.1425178950977,43.0241237105171
"1419","M",100,"A","R","1206 CARBON ST","1206 Carbon St.","DOC061411-017.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-017.tif","DOC061411-017.tif",2009-06-04,"1206 Carbon St.",NA,"Kill Service at Main","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-017.tif",NA,NA,0,-8478391.5985,5322921.6535,-76.1626875768309,43.0718966022445
"1420","M",85,"A",NA,"OAK ST & RUGBY RD","Oak St. & Rugby Ave","DOC061411-019.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-019.tif","DOC061411-019.tif",2009-06-05,"Oak St. & Rugby Ave",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-019.tif",NA,NA,0,-8475454.7296,5322159.8922,-76.1363052346277,43.0668975918563
"1421","M",75,"A","R","214 SCOTTHOLM BLVD","214 Scottholm Ter.","DOC061411-020.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-020.tif","DOC061411-020.tif",2009-06-05,"214 Scottholm Ter.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-020.tif",NA,"2009",0,-8472713.2697,5318583.455,-76.1116782813379,43.0434219982257
"1422","M",100,"A",NA,"E WATER ST & ALMOND ST","East Water St. & Almond St.","DOC061411-022.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-022.tif","DOC061411-022.tif",2009-06-07,"East Water St. & Almond St.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-022.tif",NA,NA,0,-8476102.2407,5319643.2654,-76.1421219258053,43.0503794891154
"1423","M",100,"A",NA,"S STATE ST & E WATER ST","South State St. & East Water St.","DOC061411-023.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-023.tif","DOC061411-023.tif",2009-06-07,"South State St. & East Water St.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-023.tif",NA,NA,0,-8476686.0133,5319654.4829,-76.1473660442956,43.0504531260425
"1424","M",100,"A",NA,"S STATE ST & E WATER ST","South State St. & East Water St.","DOC061411-025.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-025.tif","DOC061411-025.tif",2009-06-08,"South State St. & East Water St.",NA,"Main Installation/Replacement","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-025.tif",NA,NA,0,-8476686.0133,5319654.4829,-76.1473660442956,43.0504531260425
"1425","M",100,"M",NA,"OSTROM AVE & CLARENDON ST","OSTROM AVE. & CLARENDON ST.","DOC061411-027.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-027.tif","DOC061411-027.tif",2009-06-09,"Ostrom Ave. & Claredon St.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-027.tif",NA,NA,0,-8474566.057,5317756.3396,-76.1283221528361,43.0379915656627
"1426","M",100,"A",NA,"S STATE ST & E WATER ST","South State St. & East Water St.","DOC061411-028.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-028.tif","DOC061411-028.tif",2009-06-09,"South State St. & East Water St.",NA,"Backfill","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-028.tif",NA,NA,0,-8476686.0133,5319654.4829,-76.1473660442956,43.0504531260425
"1427","T",100,"A",NA,"WESTCOTT RESERVOIR","Westcott Reservoir","DOC061411-031.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-031.tif","DOC061411-031.tif",2009-06-10,"Westcott Reservoir",NA,"Install New Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-031.tif",NA,NA,0,-8482804.3648,5318513.407,-76.2023281309563,43.0429621161683
"1428","M",100,"A",NA,"ORLANDO AVE & SENECA DR","Orlando Ave. & Seneca Dr.","DOC061411-032.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-032.tif","DOC061411-032.tif",2009-06-10,"Orlando Ave. & Seneca Dr.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-032.tif",NA,NA,0,-8475886.6978,5312266.9862,-76.1401856709908,43.001938993601
"1429","M",100,"A","R","942 LEMOYNE AVE","942 LeMoyne Ave.","DOC061411-034.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-034.tif","DOC061411-034.tif",2008-09-18,"942 LeMoyne Ave.",NA,"Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-034.tif","112","2008",0,-8477815.2356,5323755.0438,-76.1575100208082,43.0773652063921
"1430","M",100,"A","R","232 E ONONDAGA ST","232 East Onondaga St.","DOC061411-035.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-035.tif","DOC061411-035.tif",2009-06-11,"232 East Onondaga St.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-035.tif",NA,NA,0,-8476970.6054,5318990.7785,-76.1499225786273,43.0460961071868
"1431","M",100,"A",NA,"ORLANDO AVE & SENECA DR","Orlando Ave. & Seneca Dr.","DOC061411-036.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-036.tif","DOC061411-036.tif",2009-06-11,"Orlando Ave. & Seneca Dr.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-036.tif","114","2009",0,-8475886.6978,5312266.9862,-76.1401856709908,43.001938993601
"1432","M",100,"A","R","188 W MATSON AVE","188 West Matson Ave.","DOC061411-038.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-038.tif","DOC061411-038.tif",2009-06-12,"188 West Matson Ave.",NA,"Curb Stop Repair/Replace","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-038.tif",NA,NA,0,-8476660.9963,5313978.7326,-76.147141312761,43.0131835472616
"1433","M",100,"A","L","3029 GRANT BLVD","3029 Grant Blvd.","DOC061411-039.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-039.tif","DOC061411-039.tif",2009-05-12,"3029 Grant Blvd.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-039.tif","093","2009",0,-8477970.9786,5323613.9355,-76.1589090839812,43.076439305486
"1434","M",100,"A","L","2813 BURNET AVE","2813 Burnet Ave","DOC061411-040.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-040.tif","DOC061411-040.tif",2009-06-12,"2813 Burnet Ave",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-040.tif",NA,NA,0,-8471197.7997,5321109.423,-76.0980645827017,43.0600032853433
"1435","M",55,"A",NA,"ORLANDO AVE & MONTICELLO DR N","Orlando Ave. & North Monticello Ave.","DOC061411-041.tif","S:\WORKSHEETS\Worksheets_2009-6","S:\WORKSHEETS\Worksheets_2009-6\DOC061411-041.tif","DOC061411-041.tif",2009-06-12,"Orlando Ave. & North Monticello Ave.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\Worksheets_2009-6\DOC061411-041.tif","113","2009",0,-8475722.6619,5312279.2957,-76.1387121114297,43.0020198627129
